league,season,team,player,nation,position,age,born_year,90s,passes_attempted,play_passes,fk_passes,free_kicks_passes,through_ball_passes,switches_passes,crosses_passes,throw_ins_passes,corner_kicks_passes,inswinging_corner_kicks,outswinging_corner_kicks,straight_corner_kicks,passes_completed,passes_offside,passes_blocked_by_rival
Premier League,2425,Chelsea,Trevoh Chalobah,ENG,DF,25,1999.0,10.1,677,654,23,11,1,2,3,10,0,0,0,0,609,0,3
Premier League,2425,Chelsea,Tyrique George,ENG,FW,19,2006.0,2.0,54,53,1,0,0,0,3,1,0,0,0,0,43,0,2
Premier League,2425,Chelsea,Wesley Fofana,FRA,DF,24,2000.0,13.0,803,758,44,23,0,0,1,20,0,0,0,0,724,1,4
Premier League,2425,Crystal Palace,Adam Wharton,ENG,MF,20,2004.0,14.6,725,678,40,14,5,1,39,0,26,19,1,0,548,7,12
Premier League,2425,Crystal Palace,Asher Agbinone,ENG,MF,19,2005.0,0.1,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0
Premier League,2425,Crystal Palace,Ben Chilwell,ENG,DF,28,1996.0,2.9,125,95,30,6,1,0,7,24,0,0,0,0,92,0,4
Premier League,2425,Crystal Palace,Caleb Kporha,ENG,DF,18,2006.0,0.1,7,6,1,0,0,0,2,1,0,0,0,0,5,0,0
Premier League,2425,Crystal Palace,Chadi Riad,MAR,DF,21,2003.0,1.0,82,82,0,0,0,1,0,0,0,0,0,0,70,0,2
Premier League,2425,Crystal Palace,Cheick Doucouré,MLI,MF,25,2000.0,5.0,204,201,3,3,0,0,1,0,0,0,0,0,174,0,4
Premier League,2425,Crystal Palace,Chris Richards,USA,DF,25,2000.0,20.4,840,801,37,18,2,5,5,17,0,0,0,0,671,2,13
Premier League,2425,Crystal Palace,Daichi Kamada,JPN,MF,28,1996.0,16.4,708,677,30,10,3,5,32,2,16,11,1,0,568,1,16
Premier League,2425,Crystal Palace,Daniel Muñoz,COL,DF,28,1996.0,34.9,1463,1157,300,27,2,2,73,271,2,0,0,0,1108,6,39
Premier League,2425,Crystal Palace,Dean Henderson,ENG,GK,28,1997.0,37.0,1177,819,357,97,0,0,0,0,0,0,0,0,727,1,1
Premier League,2425,Crystal Palace,Eberechi Eze,ENG,"MF,FW",26,1998.0,28.1,1023,828,178,69,10,6,110,3,62,39,10,0,761,17,17
Premier League,2425,Crystal Palace,Eddie Nketiah,ENG,"FW,MF",25,1999.0,11.2,237,226,11,0,2,0,5,1,0,0,0,0,178,0,12
Premier League,2425,Crystal Palace,Ismaila Sarr,SEN,MF,27,1998.0,29.1,723,716,2,0,13,1,55,2,0,0,0,0,478,5,26
Premier League,2425,Crystal Palace,Jean-Philippe Mateta,FRA,FW,27,1997.0,28.7,440,431,8,0,7,0,26,0,0,0,0,0,286,1,17
Premier League,2425,Crystal Palace,Jefferson Lerma,COL,"MF,DF",30,1994.0,24.3,1091,1025,58,12,8,8,11,44,0,0,0,0,822,8,21
Premier League,2425,Crystal Palace,Jeffrey Schlupp,GHA,"MF,DF",32,1992.0,1.1,50,47,3,0,0,0,4,3,0,0,0,0,39,0,0
Premier League,2425,Crystal Palace,Joachim Andersen,DEN,DF,28,1996.0,1.0,83,81,2,1,0,0,1,0,1,0,0,0,61,0,0
Premier League,2425,Crystal Palace,Joel Ward,ENG,DF,35,1989.0,0.8,24,24,0,0,0,0,0,0,0,0,0,0,14,0,1
Premier League,2425,Crystal Palace,Jordan Ayew,GHA,"FW,MF",33,1991.0,0.2,10,8,2,0,0,1,1,0,1,1,0,0,8,0,0
Premier League,2425,Crystal Palace,Justin Devenny,NIR,MF,21,2003.0,5.3,193,173,18,6,1,1,17,0,9,4,4,0,139,2,2
Premier League,2425,Crystal Palace,Marc Guéhi,ENG,DF,24,2000.0,34.0,1765,1664,95,76,7,14,13,6,0,0,0,0,1474,6,9
Premier League,2425,Crystal Palace,Matheus França,BRA,"MF,FW",21,2004.0,0.6,16,13,1,0,0,0,1,0,0,0,0,0,9,2,1
Premier League,2425,Crystal Palace,Maxence Lacroix,FRA,DF,25,2000.0,33.6,1452,1408,44,40,2,7,6,2,0,0,0,0,1189,0,12
Premier League,2425,Crystal Palace,Nathaniel Clyne,ENG,"DF,MF",34,1991.0,5.4,225,207,16,1,1,1,7,13,0,0,0,0,171,2,8
Premier League,2425,Crystal Palace,Odsonne Édouard,FRA,"MF,FW",27,1998.0,1.3,28,28,0,0,0,0,1,0,0,0,0,0,17,0,2
Premier League,2425,Crystal Palace,Romain Esse,ENG,MF,20,2005.0,1.4,36,36,0,0,1,0,0,0,0,0,0,0,27,0,1
Premier League,2425,Crystal Palace,Trevoh Chalobah,ENG,DF,25,1999.0,11.8,442,426,16,11,1,2,7,5,0,0,0,0,349,0,7
Premier League,2425,Crystal Palace,Tyrick Mitchell,ENG,DF,25,1999.0,33.4,1316,1088,224,8,0,2,102,216,0,0,0,0,948,4,59
Premier League,2425,Crystal Palace,Will Hughes,ENG,MF,30,1995.0,22.6,944,831,105,33,1,2,71,1,54,41,2,0,717,8,10
Premier League,2425,Everton,Abdoulaye Doucouré,MLI,MF,32,1993.0,28.3,901,882,14,5,0,2,23,0,0,0,0,0,723,5,27
Premier League,2425,Everton,Armando Broja,ALB,FW,23,2001.0,3.7,73,72,0,0,0,0,1,0,0,0,0,0,53,1,1
Premier League,2425,Everton,Ashley Young,ENG,DF,39,1985.0,19.8,964,747,210,22,3,4,74,171,15,8,6,0,684,7,20
Premier League,2425,Everton,Beto,GNB,FW,27,1998.0,16.1,252,248,4,0,1,2,4,0,1,0,0,0,146,0,13
Premier League,2425,Everton,Carlos Alcaraz,ARG,"FW,MF",22,2002.0,7.7,261,249,11,2,1,2,10,5,3,2,1,0,208,1,10
Premier League,2425,Everton,Dominic Calvert-Lewin,ENG,FW,28,1997.0,17.8,286,284,2,0,0,1,6,1,0,0,0,0,180,0,12
Premier League,2425,Everton,Dwight McNeil,ENG,"MF,FW",25,1999.0,15.1,614,511,99,32,8,5,105,5,45,32,5,4,456,4,16
Premier League,2425,Everton,Harrison Armstrong,ENG,MF,18,2007.0,0.5,15,13,1,0,0,0,1,0,0,0,0,0,7,1,0
Premier League,2425,Everton,Idrissa Gana Gueye,SEN,MF,35,1989.0,33.0,1387,1354,26,7,2,7,7,6,0,0,0,0,1201,7,22
Premier League,2425,Everton,Iliman Ndiaye,SEN,FW,25,2000.0,26.2,711,684,25,5,2,2,38,5,10,4,0,2,580,2,21
Premier League,2425,Everton,Jack Harrison,ENG,FW,28,1996.0,22.1,636,567,62,23,4,2,128,8,30,26,0,1,399,7,33
Premier League,2425,Everton,Jake O'Brien,IRL,DF,24,2001.0,16.5,698,586,110,4,0,1,18,100,0,0,0,0,553,2,12
Premier League,2425,Everton,James Garner,ENG,"MF,DF",24,2001.0,16.7,771,660,105,16,2,2,55,40,22,15,4,2,587,6,23
Premier League,2425,Everton,James Tarkowski,ENG,DF,32,1992.0,32.5,1290,1204,77,46,2,13,1,3,0,0,0,0,1045,9,12
Premier League,2425,Everton,Jarrad Branthwaite,ENG,DF,22,2002.0,27.9,1198,1141,51,38,1,17,5,3,0,0,0,0,984,6,7
Premier League,2425,Everton,Jesper Lindstrøm,DEN,FW,25,2000.0,13.8,428,383,42,11,1,0,71,6,25,12,8,2,297,3,18
Premier League,2425,Everton,Jordan Pickford,ENG,GK,31,1994.0,37.0,1549,1130,410,183,0,7,0,0,0,0,0,0,1032,9,0
Premier League,2425,Everton,Mason Holgate,ENG,"FW,DF",28,1996.0,0.1,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0
Premier League,2425,Everton,Michael Keane,ENG,DF,32,1993.0,10.7,354,343,7,3,0,12,1,0,0,0,0,0,292,4,6
Premier League,2425,Everton,Nathan Patterson,SCO,DF,23,2001.0,3.9,176,134,42,0,1,0,14,42,0,0,0,0,130,0,0
Premier League,2425,Everton,Orel Mangala,BEL,MF,27,1998.0,14.0,490,485,4,3,0,1,6,0,0,0,0,0,437,1,10
Premier League,2425,Everton,Roman Dixon,ENG,DF,20,2004.0,1.0,19,16,3,0,0,0,0,3,0,0,0,0,11,0,0
Premier League,2425,Everton,Séamus Coleman,IRL,DF,36,1988.0,2.4,98,78,19,0,0,0,4,19,0,0,0,0,74,1,2
Premier League,2425,Everton,Tim Iroegbunam,ENG,MF,21,2003.0,6.4,158,156,0,0,0,0,1,0,0,0,0,0,115,2,5
Premier League,2425,Everton,Vitaliy Mykolenko,UKR,DF,25,1999.0,33.2,1293,1034,256,13,2,3,97,243,0,0,0,0,963,3,22
Premier League,2425,Everton,Youssef Chermiti,POR,"FW,MF",21,2004.0,0.5,11,11,0,0,0,0,1,0,0,0,0,0,6,0,0
Premier League,2425,Fulham,Adama Traoré,ESP,"FW,MF",29,1996.0,18.9,568,566,0,0,5,2,98,0,0,0,0,0,412,2,18
Premier League,2425,Fulham,Alex Iwobi,NGA,"FW,MF",29,1996.0,32.8,1506,1462,38,7,15,21,125,23,2,0,1,0,1127,6,52
Premier League,2425,Fulham,Andreas Pereira,BRA,MF,29,1996.0,21.7,960,753,203,50,4,8,171,9,109,53,47,0,662,4,26
Premier League,2425,Fulham,Antonee Robinson,USA,DF,27,1997.0,34.2,2030,1741,283,17,1,4,168,266,0,0,0,0,1562,6,47
Premier League,2425,Fulham,Bernd Leno,GER,GK,33,1992.0,37.0,1367,1127,239,70,0,0,0,0,0,0,0,0,1115,1,1
Premier League,2425,Fulham,Calvin Bassey,NGA,DF,25,1999.0,34.2,2155,2025,128,48,0,10,8,8,0,0,0,0,1934,2,17
Premier League,2425,Fulham,Carlos Vinícius,BRA,"MF,FW",30,1995.0,0.2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1
Premier League,2425,Fulham,Emile Smith Rowe,ENG,MF,24,2000.0,22.4,1000,965,33,5,2,2,15,2,1,0,0,0,900,2,18
Premier League,2425,Fulham,Harrison Reed,ENG,MF,30,1995.0,1.2,55,46,8,5,0,0,6,0,1,0,1,0,39,1,3
Premier League,2425,Fulham,Harry Wilson,WAL,"FW,MF",28,1997.0,12.2,430,378,51,16,1,5,41,4,27,14,6,1,317,1,5
Premier League,2425,Fulham,Issa Diop,FRA,DF,28,1997.0,14.9,758,733,25,21,0,1,1,2,0,0,0,0,663,0,2
Premier League,2425,Fulham,Jay Stansfield,ENG,MF,22,2002.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Premier League,2425,Fulham,Joachim Andersen,DEN,DF,28,1996.0,27.7,1924,1817,100,80,0,35,12,8,0,0,0,0,1586,7,8
Premier League,2425,Fulham,Jorge Cuenca,ESP,DF,25,1999.0,2.9,123,113,10,3,0,0,1,2,0,0,0,0,103,0,0
Premier League,2425,Fulham,Joshua King,ENG,MF,18,2007.0,1.3,58,58,0,0,0,0,2,0,0,0,0,0,50,0,3
Premier League,2425,Fulham,Kenny Tete,NED,DF,29,1995.0,18.7,914,763,147,6,1,2,36,141,0,0,0,0,739,4,23
Premier League,2425,Fulham,Martial Godo,ENG,"FW,DF",22,2003.0,0.3,17,15,2,0,0,0,1,2,0,0,0,0,12,0,2
Premier League,2425,Fulham,Raúl Jiménez,MEX,FW,34,1991.0,26.7,630,622,7,3,3,5,23,4,0,0,0,0,447,1,28
Premier League,2425,Fulham,Reiss Nelson,ENG,FW,25,1999.0,5.4,268,261,6,0,2,2,23,1,5,3,1,0,232,1,2
Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,24,2001.0,10.7,142,135,6,1,3,2,1,0,0,0,0,0,92,1,4
Premier League,2425,Fulham,Ryan Sessegnon,ENG,"FW,DF",25,2000.0,6.3,230,216,14,0,0,0,14,13,0,0,0,0,180,0,9
Premier League,2425,Fulham,Sander Berge,NOR,MF,27,1998.0,24.7,1184,1143,41,40,3,7,3,1,0,0,0,0,1084,0,8
Premier League,2425,Fulham,Saša Lukić,SRB,MF,28,1996.0,25.1,1214,1127,86,37,1,3,61,1,42,12,24,0,1058,1,23
Premier League,2425,Fulham,Timothy Castagne,BEL,DF,29,1995.0,18.3,953,813,140,10,0,1,37,130,0,0,0,0,780,0,26
Premier League,2425,Fulham,Tom Cairney,SCO,MF,34,1991.0,6.2,579,554,25,11,0,1,19,1,8,3,3,0,527,0,8
Premier League,2425,Fulham,Willian,BRA,"FW,MF",36,1988.0,2.9,208,196,11,2,0,4,16,2,7,3,4,0,178,1,1
Premier League,2425,Ipswich Town,Alex Palmer,ENG,GK,28,1996.0,13.0,423,287,136,42,0,0,0,0,0,0,0,0,299,0,1
Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,23,2002.0,1.5,30,30,0,0,0,0,0,0,0,0,0,0,25,0,1
Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,26,1998.0,18.0,633,485,143,49,0,3,0,0,0,0,0,0,454,5,0
Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,27,1997.0,18.0,749,597,152,28,0,1,7,124,0,0,0,0,626,0,13
Premier League,2425,Ipswich Town,Ben Godfrey,ENG,DF,27,1998.0,1.8,57,49,8,1,0,0,0,7,0,0,0,0,47,0,3
Premier League,2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",25,2000.0,15.0,416,333,82,11,2,4,37,58,13,11,1,0,298,1,23
Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,29,1995.0,17.1,774,710,60,28,1,1,0,0,0,0,0,0,626,4,7
Premier League,2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,28,1997.0,2.6,43,43,0,0,0,0,4,0,0,0,0,0,32,0,5
Premier League,2425,Ipswich Town,Christian Walton,ENG,GK,29,1995.0,6.0,226,159,67,17,0,0,0,0,0,0,0,0,152,0,0
Premier League,2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",28,1997.0,8.8,284,250,34,3,10,1,9,4,0,0,0,0,210,0,5
Premier League,2425,Ipswich Town,Conor Townsend,ENG,DF,32,1993.0,3.7,127,98,28,4,1,0,12,20,4,3,1,0,80,1,3
Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,26,1999.0,33.7,1539,1435,99,29,0,14,8,63,0,0,0,0,1201,5,12
Premier League,2425,Ipswich Town,George Edmundson,ENG,DF,27,1997.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
Premier League,2425,Ipswich Town,George Hirst,SCO,FW,26,1999.0,6.6,111,110,0,0,0,0,3,0,0,0,0,0,63,1,5
Premier League,2425,Ipswich Town,Harry Clarke,ENG,DF,24,2001.0,4.2,236,211,25,2,1,0,5,23,0,0,0,0,190,0,4
Premier League,2425,Ipswich Town,Jack Clarke,ENG,"FW,MF",24,2000.0,12.9,382,363,18,2,1,3,13,7,7,5,0,0,293,1,18
Premier League,2425,Ipswich Town,Jack Taylor,IRL,MF,26,1998.0,9.4,408,398,10,2,2,3,6,0,3,3,0,0,340,0,5
Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,24,2000.0,23.5,1081,1001,78,30,0,0,1,23,0,0,0,0,929,2,4
Premier League,2425,Ipswich Town,Jaden Philogene Bidace,ENG,"FW,DF",23,2002.0,5.3,131,129,1,0,0,1,13,1,0,0,0,0,95,1,5
Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,25,1999.0,20.9,743,681,62,23,1,5,10,39,0,0,0,0,613,0,11
Premier League,2425,Ipswich Town,Julio Enciso,PAR,"MF,FW",21,2004.0,9.7,248,210,37,8,4,0,21,2,13,11,1,0,171,1,11
Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,29,1995.0,13.7,551,510,40,27,1,6,20,2,11,8,2,1,436,1,9
Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,25,2000.0,29.5,1242,939,296,57,3,4,152,162,77,53,13,0,891,7,22
Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,22,2003.0,28.6,353,346,5,0,8,1,5,2,0,0,0,0,216,2,16
Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,26,1998.0,13.2,562,547,13,9,0,2,0,1,0,0,0,0,496,2,2
Premier League,2425,Ipswich Town,Marcus Harness,ENG,MF,29,1996.0,0.5,16,16,0,0,0,0,0,0,0,0,0,0,10,0,1
Premier League,2425,Ipswich Town,Massimo Luongo,AUS,MF,32,1992.0,2.2,60,58,1,1,0,1,1,0,0,0,0,0,45,1,1
Premier League,2425,Ipswich Town,Nathan Broadhead,WAL,"MF,FW",27,1998.0,6.9,205,195,10,0,3,1,9,2,3,3,0,0,158,0,11
Premier League,2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",21,2003.0,27.7,839,763,68,1,4,2,74,7,4,4,0,0,654,8,38
Premier League,2425,Ipswich Town,Sam Morsy,EGY,MF,33,1991.0,29.6,1393,1337,49,48,2,5,14,0,0,0,0,0,1202,7,22
Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",29,1995.0,10.9,194,184,10,1,0,0,13,0,6,6,0,0,144,0,12
Premier League,2425,Ipswich Town,Wes Burns,WAL,"FW,DF",30,1994.0,10.3,253,244,9,1,0,1,46,8,0,0,0,0,153,0,24
Premier League,2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,21,2004.0,6.4,197,186,11,1,2,2,30,9,1,0,0,0,123,0,18
Premier League,2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",21,2004.0,24.2,1063,928,130,28,11,8,89,14,36,19,10,1,798,5,26
Premier League,2425,Leicester City,Bobby De Cordova-Reid,JAM,FW,32,1993.0,8.3,206,198,8,1,0,0,15,6,0,0,0,0,145,0,15
Premier League,2425,Leicester City,Boubakary Soumaré,FRA,MF,26,1999.0,23.1,1202,1188,11,8,3,1,9,3,0,0,0,0,1045,3,14
Premier League,2425,Leicester City,Caleb Okoli,ITA,DF,23,2001.0,12.5,648,597,51,21,1,3,1,4,0,0,0,0,559,0,8
Premier League,2425,Leicester City,Conor Coady,ENG,DF,32,1993.0,18.0,1021,968,49,25,2,2,0,1,0,0,0,0,930,4,4
Premier League,2425,Leicester City,Danny Ward,WAL,GK,31,1993.0,1.5,53,46,7,0,0,0,0,0,0,0,0,0,41,0,0
Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"FW,MF",20,2004.0,16.7,570,501,65,24,7,4,43,10,26,19,1,0,435,4,9
Premier League,2425,Leicester City,Hamza Choudhury,BAN,"MF,DF",27,1997.0,1.5,84,81,3,0,0,0,5,3,0,0,0,0,72,0,1
Premier League,2425,Leicester City,Harry Winks,ENG,MF,29,1996.0,17.1,1045,981,61,35,4,2,34,5,16,11,3,0,910,3,11
Premier League,2425,Leicester City,Jake Evans,0,FW,nan,0.0,0.2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Premier League,2425,Leicester City,Jakub Stolarczyk,POL,GK,24,2000.0,9.0,339,256,83,32,0,0,0,0,0,0,0,0,218,0,1
Premier League,2425,Leicester City,James Justin,ENG,DF,27,1998.0,31.4,1506,1238,265,22,1,2,55,243,0,0,0,0,1180,3,39
Premier League,2425,Leicester City,Jamie Vardy,ENG,FW,38,1987.0,31.4,389,335,47,0,1,1,11,0,0,0,0,0,258,7,15
Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,32,1992.0,15.5,959,890,68,26,0,2,0,0,0,0,0,0,870,1,4
Premier League,2425,Leicester City,Jeremy Monga,0,"FW,MF",nan,0.0,1.0,27,26,1,1,0,0,3,0,0,0,0,0,17,0,5
Premier League,2425,Leicester City,Jordan Ayew,GHA,"FW,MF",33,1991.0,17.2,518,471,47,12,3,2,59,5,27,15,7,3,385,0,11
Premier League,2425,Leicester City,Kasey McAteer,IRL,"FW,MF",23,2001.0,8.5,233,223,7,0,0,0,20,7,0,0,0,0,168,3,12
Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23,2001.0,11.5,601,498,100,16,0,0,27,76,8,4,3,0,474,3,14
Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24,2000.0,26.5,1073,840,229,86,0,2,0,0,0,0,0,0,654,4,1
Premier League,2425,Leicester City,Michael Golding,ENG,MF,19,2006.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Premier League,2425,Leicester City,Odsonne Édouard,FRA,FW,27,1998.0,0.3,8,8,0,0,0,0,0,0,0,0,0,0,6,0,1
Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,24,2000.0,11.8,482,477,4,3,2,0,5,1,0,0,0,0,409,1,11
Premier League,2425,Leicester City,Patson Daka,ZAM,"FW,MF",26,1998.0,7.4,141,133,8,0,2,0,3,6,0,0,0,0,101,0,11
Premier League,2425,Leicester City,Ricardo Pereira,POR,DF,31,1993.0,4.1,238,197,40,6,0,1,3,34,0,0,0,0,198,1,3
Premier League,2425,Leicester City,Stephy Mavididi,ENG,FW,26,1998.0,17.9,613,588,20,2,6,0,69,11,7,4,2,0,460,5,24
Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,DF,22,2002.0,26.6,1302,1048,246,40,1,2,97,189,17,14,2,0,1011,8,24
Premier League,2425,Leicester City,Wilfred Ndidi,NGA,MF,28,1996.0,25.8,1045,1020,22,13,4,4,30,9,0,0,0,0,839,3,26
Premier League,2425,Leicester City,Will Alves,ENG,FW,20,2005.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Premier League,2425,Leicester City,Wout Faes,BEL,DF,27,1998.0,30.3,1540,1484,53,26,2,7,5,6,0,0,0,0,1354,3,7
Premier League,2425,Leicester City,Woyo Coulibaly,FRA,DF,26,1999.0,1.2,57,44,13,0,0,0,0,13,0,0,0,0,48,0,0
Premier League,2425,Liverpool,Alexis Mac Allister,ARG,MF,26,1998.0,28.9,1524,1403,116,35,6,3,86,9,71,26,36,0,1273,5,31
Premier League,2425,Liverpool,Alisson,BRA,GK,32,1992.0,26.9,918,800,116,41,1,1,0,0,0,0,0,0,756,2,1
Premier League,2425,Liverpool,Andrew Robertson,SCO,DF,31,1994.0,26.6,1807,1512,289,48,4,5,139,184,57,39,11,0,1495,6,34
Premier League,2425,Liverpool,Caoimhín Kelleher,IRL,GK,26,1998.0,10.0,382,344,38,20,0,0,0,0,0,0,0,0,289,0,1
Premier League,2425,Liverpool,Cody Gakpo,NED,FW,26,1999.0,20.5,604,586,16,4,3,4,69,11,1,0,0,0,458,2,10
Premier League,2425,Liverpool,Conor Bradley,NIR,DF,21,2003.0,7.9,495,423,70,13,0,2,6,57,0,0,0,0,414,2,12
Premier League,2425,Liverpool,Curtis Jones,ENG,"MF,DF",24,2001.0,18.0,1032,972,58,11,2,2,6,28,1,0,0,0,960,2,10
Premier League,2425,Liverpool,Darwin Núñez,URU,FW,25,1999.0,12.3,225,220,4,0,1,6,2,2,0,0,0,0,158,1,13
Premier League,2425,Liverpool,Diogo Jota,POR,FW,28,1996.0,13.0,296,291,3,0,1,2,8,1,0,0,0,0,207,2,13
Premier League,2425,Liverpool,Dominik Szoboszlai,HUN,MF,24,2000.0,27.0,1281,1167,112,20,5,14,37,36,14,9,4,0,1082,2,26
Premier League,2425,Liverpool,Federico Chiesa,ITA,FW,27,1997.0,1.2,31,30,1,0,0,0,2,1,0,0,0,0,27,0,1
Premier League,2425,Liverpool,Harvey Elliott,ENG,"MF,FW",22,2003.0,4.1,283,258,22,2,1,3,12,8,6,3,1,0,234,3,4
Premier League,2425,Liverpool,Ibrahima Konaté,FRA,DF,25,1999.0,27.8,1838,1789,46,41,1,5,0,5,0,0,0,0,1661,3,9
Premier League,2425,Liverpool,Jarell Quansah,ENG,DF,22,2003.0,5.5,392,360,32,10,0,1,2,12,0,0,0,0,356,0,2
Premier League,2425,Liverpool,Jayden Danns,ENG,MF,19,2006.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Premier League,2425,Liverpool,Joe Gomez,ENG,DF,28,1997.0,5.8,425,406,18,12,1,5,2,6,0,0,0,0,377,1,2
Premier League,2425,Liverpool,Kostas Tsimikas,GRE,DF,29,1996.0,9.3,654,536,116,12,1,1,64,63,41,32,6,0,550,2,9
Premier League,2425,Liverpool,Luis Díaz,COL,FW,28,1997.0,25.9,856,837,17,2,2,8,32,14,1,0,0,0,720,2,24
Premier League,2425,Liverpool,Mohamed Salah,EGY,FW,32,1992.0,36.5,1216,1182,28,7,17,3,74,21,0,0,0,0,865,6,58
Premier League,2425,Liverpool,Ryan Gravenberch,NED,MF,23,2002.0,34.4,1888,1851,31,15,8,7,6,10,0,0,0,0,1681,6,15
Premier League,2425,Liverpool,Trent Alexander-Arnold,ENG,DF,26,1998.0,25.8,1915,1610,295,60,11,31,145,186,49,32,10,1,1411,10,36
Premier League,2425,Liverpool,Virgil van Dijk,NED,DF,33,1991.0,36.0,2825,2603,220,82,1,22,1,8,0,0,0,0,2587,2,9
Premier League,2425,Liverpool,Vitezslav Jaros,CZE,GK,23,2001.0,0.1,8,7,1,0,0,0,0,0,0,0,0,0,6,0,0
Premier League,2425,Liverpool,Wataru Endo,JPN,"MF,DF",32,1993.0,2.8,168,163,5,1,0,0,1,4,0,0,0,0,156,0,2
Premier League,2425,Manchester City,Abdukodir Khusanov,UZB,DF,21,2004.0,5.6,395,385,10,6,0,1,1,3,0,0,0,0,360,0,3
Premier League,2425,Manchester City,Bernardo Silva,POR,"MF,FW",30,1994.0,28.7,1702,1579,122,52,4,6,56,44,13,3,0,0,1486,1,33
Premier League,2425,Manchester City,Divin Mubama,ENG,FW,20,2004.0,0.3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1
Premier League,2425,Manchester City,Ederson,BRA,GK,31,1993.0,24.8,884,782,102,29,1,2,0,0,0,0,0,0,776,0,1
Premier League,2425,Manchester City,Erling Haaland,NOR,FW,24,2000.0,29.5,372,363,7,0,1,0,3,1,0,0,0,0,248,2,10
Premier League,2425,Manchester City,Jack Grealish,ENG,"FW,MF",29,1995.0,8.0,436,418,18,5,0,0,20,4,9,4,0,0,382,0,11
Premier League,2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,19,2005.0,1.1,115,110,5,3,0,0,0,1,0,0,0,0,107,0,0
Premier League,2425,Manchester City,James Mcatee,ENG,"MF,FW",22,2002.0,3.9,125,122,3,1,1,0,8,0,1,1,0,0,100,0,4
Premier League,2425,Manchester City,Jeremy Doku,BEL,"FW,MF",22,2002.0,16.0,736,731,3,0,8,0,56,1,2,0,0,0,584,2,29
Premier League,2425,Manchester City,John Stones,ENG,"DF,MF",30,1994.0,6.1,403,389,13,7,0,3,0,0,0,0,0,0,367,1,2
Premier League,2425,Manchester City,Joško Gvardiol,CRO,DF,23,2002.0,35.4,2668,2459,201,40,6,9,22,154,0,0,0,0,2413,8,32
Premier League,2425,Manchester City,Kevin De Bruyne,BEL,"MF,FW",33,1991.0,18.8,1185,1020,160,32,15,10,145,18,94,33,20,2,901,5,28
Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34,1990.0,10.8,826,727,99,18,2,7,14,81,0,0,0,0,724,0,8
Premier League,2425,Manchester City,Manuel Akanji,SUI,DF,29,1995.0,21.4,1689,1653,35,18,4,9,11,10,0,0,0,0,1582,1,6
Premier League,2425,Manchester City,Mateo Kovačić,CRO,MF,31,1994.0,24.4,1882,1845,33,32,15,8,0,0,0,0,0,0,1742,4,14
Premier League,2425,Manchester City,Matheus Nunes,POR,"DF,MF",26,1998.0,17.6,1165,1044,120,11,3,8,41,101,7,5,0,0,1005,1,23
Premier League,2425,Manchester City,Nathan Aké,NED,DF,30,1995.0,7.5,542,514,26,13,0,0,1,7,0,0,0,0,509,2,3
Premier League,2425,Manchester City,Nico O’Reilly,ENG,DF,20,2005.0,5.9,353,311,41,5,1,0,8,36,0,0,0,0,305,1,3
Premier League,2425,Manchester City,Nicolás González,ESP,MF,23,2002.0,7.4,576,555,20,18,1,0,0,2,0,0,0,0,535,1,4
