league,season,team,player,nation,position,age,born_year,90s,touches,touches_def_penalty_area,touches_def_third,touches_mid_third,touches_ofe_third,touches_ofe_penalty_area,touches_live,take_ons_attempted,take_ons_successful,perc_take_ons,times_tackled_during_take_ons,perc_tackles,carries,carries_distance,progressive_carries_distance,progressive_carries,carries_into_ofe_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
La Liga,2425,Celta Vigo,Yoel Lago,ESP,DF,21,2004.0,6.5,487,64,274,205,10,2,487,5,3,60.0,1,20.0,289,1403,776,1,3,0,5,1,360,0
La Liga,2425,Celta Vigo,Óscar Mingueza,ESP,"MF,DF",26,1999.0,29.4,2367,63,576,1090,721,42,2367,57,22,38.6,31,54.4,1343,6288,3242,67,62,12,39,12,1627,184
La Liga,2425,Espanyol,Alejo Véliz,ARG,FW,21,2003.0,12.1,309,24,33,187,89,28,309,5,1,20.0,3,60.0,119,393,116,2,3,0,33,12,198,27
La Liga,2425,Espanyol,Alex Král,CZE,MF,27,1998.0,29.8,1147,83,275,641,252,45,1147,55,29,52.7,21,38.2,613,3982,1863,48,32,7,52,29,679,79
La Liga,2425,Espanyol,Antoniu,ESP,"FW,MF",22,2002.0,11.4,369,10,74,150,158,20,369,54,29,53.7,17,31.5,215,1556,966,35,23,5,27,12,225,63
La Liga,2425,Espanyol,Brian Oliván,ESP,DF,31,1994.0,11.3,540,27,157,233,151,8,540,4,1,25.0,3,75.0,248,1152,723,21,10,0,10,1,299,57
La Liga,2425,Espanyol,Carlos Romero,ESP,DF,23,2001.0,27.4,1309,110,473,467,393,28,1309,51,22,43.1,22,43.1,571,3653,1989,48,31,11,32,13,628,107
La Liga,2425,Espanyol,Edu Expósito,ESP,MF,28,1996.0,11.0,601,22,99,295,220,23,601,28,15,53.6,13,46.4,325,1728,945,23,20,4,24,17,363,40
La Liga,2425,Espanyol,Fernando Calero,ESP,"DF,MF",29,1995.0,6.9,410,61,238,151,22,2,410,0,0,0.0,0,0.0,187,808,435,0,2,0,6,0,226,2
La Liga,2425,Espanyol,Irvin Cardona,FRA,"FW,MF",27,1997.0,6.7,246,7,27,98,123,23,246,13,3,23.1,8,61.5,114,874,460,14,14,6,22,4,167,43
La Liga,2425,Espanyol,Javi Puado,ESP,"FW,MF",26,1998.0,32.0,950,24,132,433,404,99,946,61,21,34.4,35,57.4,605,4421,1917,71,48,21,68,32,683,111
La Liga,2425,Espanyol,Joan García,ESP,GK,24,2001.0,37.0,1307,1107,1300,7,1,1,1307,0,0,0.0,0,0.0,758,4613,3062,0,0,0,2,0,508,0
La Liga,2425,Espanyol,Jofre,ESP,"MF,FW",23,2001.0,23.5,815,23,136,316,379,69,815,112,39,34.8,59,52.7,513,3919,2020,61,48,25,62,39,555,154
La Liga,2425,Espanyol,José Gragera,ESP,MF,24,2000.0,6.3,284,13,74,190,21,4,284,4,1,25.0,2,50.0,119,457,216,1,0,0,3,1,164,3
La Liga,2425,Espanyol,Justin Smith,CAN,MF,22,2003.0,2.3,95,3,33,53,12,0,95,3,1,33.3,2,66.7,41,340,132,4,3,0,4,1,49,7
La Liga,2425,Espanyol,Leandro Cabrera,URU,DF,33,1991.0,30.9,1739,330,1014,659,74,33,1739,2,1,50.0,1,50.0,802,3541,2184,9,8,0,9,1,970,6
La Liga,2425,Espanyol,Marash Kumbulla,ALB,DF,25,2000.0,33.0,1845,331,1149,653,51,24,1845,8,4,50.0,2,25.0,998,4956,2892,11,11,0,14,1,1155,3
La Liga,2425,Espanyol,Naci Ünüvar,NED,"MF,DF",21,2003.0,0.3,23,0,3,8,12,2,23,2,0,0.0,1,50.0,14,68,34,1,0,0,0,0,15,4
La Liga,2425,Espanyol,Omar El Hilali,MAR,DF,21,2003.0,34.0,1919,159,851,893,195,5,1919,28,16,57.1,7,25.0,860,4296,2298,35,20,2,21,6,940,59
La Liga,2425,Espanyol,Pere Milla,ESP,"MF,FW",32,1992.0,4.6,217,4,42,98,80,15,217,7,2,28.6,4,57.1,106,480,224,8,4,4,16,5,128,24
La Liga,2425,Espanyol,Pol Lozano,ESP,MF,25,1999.0,21.1,1002,60,283,577,155,1,1002,19,5,26.3,12,63.2,494,2641,1279,18,11,0,18,13,579,12
La Liga,2425,Espanyol,Rafael Bauza,ESP,MF,20,2005.0,2.0,74,6,22,39,14,1,74,2,1,50.0,1,50.0,37,193,102,1,2,0,1,0,42,3
La Liga,2425,Espanyol,Roberto Férnandez,ESP,FW,22,2002.0,15.8,423,26,70,219,141,36,423,27,11,40.7,16,59.3,223,864,276,7,9,3,54,15,283,45
La Liga,2425,Espanyol,Roger Hinojo,ESP,DF,20,2005.0,0.1,11,1,3,2,6,0,11,0,0,0.0,0,0.0,8,41,23,1,0,0,0,0,8,2
La Liga,2425,Espanyol,Sergi Gómez,ESP,DF,33,1992.0,7.2,415,63,278,129,8,4,415,0,0,0.0,0,0.0,222,851,376,0,0,0,1,0,291,1
La Liga,2425,Espanyol,Urko González,ESP,MF,24,2001.0,14.4,568,63,199,304,77,11,568,16,6,37.5,9,56.3,285,1819,1069,18,13,3,17,12,293,8
La Liga,2425,Espanyol,Walid Cheddira,MAR,FW,27,1998.0,7.1,203,5,21,99,86,33,203,20,4,20.0,14,70.0,108,516,219,8,6,8,25,9,141,34
La Liga,2425,Espanyol,Álvaro Aguado,ESP,MF,29,1996.0,4.8,294,7,67,159,72,4,294,7,4,57.1,2,28.6,169,1357,716,13,10,2,9,4,183,3
La Liga,2425,Espanyol,Álvaro Tejero,ESP,"MF,DF",28,1996.0,13.8,757,33,162,322,286,13,757,14,3,21.4,10,71.4,336,1885,892,27,17,2,17,6,394,72
La Liga,2425,Getafe,Abdoulaye Keita,ESP,"FW,MF",22,2002.0,1.1,41,3,10,19,12,1,41,3,1,33.3,2,66.7,22,84,24,1,0,0,3,3,25,4
La Liga,2425,Getafe,Alberto Risco,ESP,"MF,FW",19,2005.0,0.8,57,0,7,17,34,5,57,6,1,16.7,5,83.3,32,153,79,3,3,2,5,4,33,6
La Liga,2425,Getafe,Alex Sola,ESP,"MF,FW",25,1999.0,11.4,446,8,63,166,225,35,446,61,21,34.4,35,57.4,265,1570,631,24,12,10,54,21,302,61
La Liga,2425,Getafe,Allan Nyom,CMR,"DF,MF",37,1988.0,8.9,406,18,98,204,106,15,406,9,4,44.4,5,55.6,184,749,364,5,9,0,15,4,211,20
La Liga,2425,Getafe,Bertuğ Yıldırım,TUR,FW,22,2002.0,11.9,317,21,30,142,148,46,317,15,7,46.7,5,33.3,129,617,148,8,4,2,39,14,205,48
La Liga,2425,Getafe,Borja Mayoral,ESP,FW,28,1997.0,11.5,339,7,24,159,162,36,338,18,6,33.3,8,44.4,194,752,261,8,7,6,23,20,231,41
La Liga,2425,Getafe,Carles Aleñá,ESP,"MF,FW",27,1998.0,5.0,163,5,26,84,56,10,163,4,3,75.0,1,25.0,88,427,169,3,2,1,3,6,98,10
La Liga,2425,Getafe,Carles Pérez,ESP,"MF,FW",27,1998.0,15.9,551,16,74,198,291,44,551,50,21,42.0,27,54.0,298,2194,952,31,33,9,37,20,327,77
La Liga,2425,Getafe,Christantus Uche,NGA,"FW,MF",22,2003.0,26.7,939,17,97,376,485,101,939,88,31,35.2,47,53.4,535,2986,1122,43,26,17,112,66,707,145
La Liga,2425,Getafe,Coba da Costa,ESP,"MF,FW",22,2002.0,11.1,498,8,73,188,244,47,498,54,18,33.3,32,59.3,257,2102,1053,45,23,25,26,22,292,82
La Liga,2425,Getafe,David Argüelles,ESP,MF,23,2002.0,0.1,7,0,2,2,3,0,7,0,0,0.0,0,0.0,3,30,12,1,0,0,0,0,3,0
La Liga,2425,Getafe,David Soria,ESP,GK,32,1993.0,37.0,1080,849,1061,19,0,0,1080,0,0,0.0,0,0.0,437,2725,1875,0,0,0,3,0,275,0
La Liga,2425,Getafe,Diego Rico,ESP,DF,32,1993.0,30.3,1873,76,507,879,505,10,1873,13,6,46.2,5,38.5,667,2427,1178,26,29,2,46,13,748,81
La Liga,2425,Getafe,Djené,TOG,"DF,MF",33,1991.0,27.3,1128,86,397,582,164,16,1128,17,7,41.2,7,41.2,488,2438,1238,18,9,1,21,16,499,19
La Liga,2425,Getafe,Domingos Duarte,POR,DF,30,1995.0,19.7,835,102,425,398,22,9,835,0,0,0.0,0,0.0,348,1561,615,3,2,0,2,2,370,3
La Liga,2425,Getafe,Gorka Rivera Alonso,ESP,"DF,MF",20,2004.0,0.2,17,0,7,8,2,0,17,2,0,0.0,1,50.0,5,23,5,0,0,0,2,0,5,0
La Liga,2425,Getafe,Iglesias,ESP,DF,26,1998.0,31.1,1584,95,451,740,411,15,1584,31,13,41.9,15,48.4,526,2670,1312,32,37,4,36,15,544,66
La Liga,2425,Getafe,Ismael Bekhoucha,MAR,"MF,DF",20,2004.0,0.4,20,2,6,6,8,0,20,3,2,66.7,1,33.3,7,39,25,1,0,0,2,0,9,0
La Liga,2425,Getafe,Jesús Santiago,ESP,MF,20,2004.0,3.6,161,6,35,94,34,4,161,6,0,0.0,6,100.0,81,441,201,4,4,0,8,0,79,4
La Liga,2425,Getafe,John Joe,IRL,"MF,FW",21,2003.0,0.5,33,1,5,10,18,1,33,5,2,40.0,3,60.0,21,102,47,1,1,0,4,1,23,6
La Liga,2425,Getafe,Juan Bernat,ESP,"MF,DF",32,1993.0,7.8,291,12,62,132,103,15,291,23,12,52.2,11,47.8,148,636,190,2,6,2,17,15,158,36
La Liga,2425,Getafe,Juan Berrocal,ESP,DF,26,1999.0,11.3,470,50,226,230,16,8,470,0,0,0.0,0,0.0,180,791,377,1,1,0,3,0,184,1
La Liga,2425,Getafe,Juanmi,ESP,"FW,MF",32,1993.0,7.4,219,1,23,107,91,20,219,10,4,40.0,6,60.0,124,583,186,6,5,1,27,8,140,27
La Liga,2425,Getafe,Luis Milla,ESP,MF,30,1994.0,31.9,1802,43,251,1049,524,20,1801,39,21,53.8,14,35.9,799,3920,2139,32,37,4,46,17,890,30
La Liga,2425,Getafe,Mauro Arambarri,URU,MF,29,1995.0,28.9,1122,43,197,675,263,72,1119,33,18,54.5,11,33.3,519,2270,810,16,8,3,59,29,612,55
La Liga,2425,Getafe,Nabil Aberdin,FRA,MF,22,2002.0,2.9,87,6,21,56,10,2,87,3,2,66.7,1,33.3,34,148,74,2,0,0,1,1,36,2
La Liga,2425,Getafe,Omar Alderete,PAR,DF,28,1996.0,33.0,1585,192,681,796,122,39,1585,28,18,64.3,10,35.7,633,4014,2546,25,20,2,30,9,658,7
La Liga,2425,Getafe,Peter González,DOM,"MF,FW",22,2002.0,5.3,211,3,29,68,119,16,211,15,3,20.0,10,66.7,111,622,187,8,5,4,17,15,122,33
La Liga,2425,Getafe,Ramón Terrats,ESP,"MF,FW",24,2000.0,12.9,466,15,74,203,204,23,466,47,22,46.8,20,42.6,235,1235,450,7,10,4,30,10,274,37
La Liga,2425,Getafe,Álvaro Rodríguez,URU,FW,20,2004.0,9.5,415,15,27,194,204,55,415,33,16,48.5,15,45.5,186,735,221,6,13,2,37,20,300,50
La Liga,2425,Girona,Abel Ruiz,ESP,FW,25,2000.0,14.8,385,11,27,184,176,59,383,19,7,36.8,9,47.4,223,1267,413,21,12,10,32,18,278,71
La Liga,2425,Girona,Alejandro Francés,ESP,DF,22,2002.0,12.3,911,55,320,469,129,7,911,14,7,50.0,6,42.9,470,2443,1337,17,9,1,8,1,588,20
La Liga,2425,Girona,Arnau Martinez,ESP,"DF,MF",22,2003.0,28.2,2048,87,605,985,472,54,2048,35,18,51.4,14,40.0,1153,5579,2611,38,30,5,25,13,1363,97
La Liga,2425,Girona,Arnaut Danjuma,NED,"FW,MF",28,1997.0,14.8,588,9,60,144,389,81,588,67,24,35.8,35,52.2,394,3594,2010,91,42,38,33,11,441,185
La Liga,2425,Girona,Arthur Melo,BRA,MF,28,1996.0,9.7,756,31,162,464,136,2,756,12,8,66.7,1,8.3,509,3454,1613,22,16,0,10,8,584,16
La Liga,2425,Girona,Bojan Miovski,MKD,FW,25,1999.0,9.7,182,5,20,73,89,29,182,7,3,42.9,2,28.6,88,325,83,4,1,4,17,6,121,33
La Liga,2425,Girona,Bryan Gil,ESP,"FW,MF",24,2001.0,19.1,1019,9,110,356,568,82,1019,104,41,39.4,52,50.0,715,4663,2103,76,43,34,56,39,795,210
La Liga,2425,Girona,Cristhian Stuani,URU,FW,38,1986.0,11.0,238,9,27,100,112,54,235,5,2,40.0,2,40.0,93,283,82,2,0,2,24,7,147,33
La Liga,2425,Girona,Daley Blind,NED,DF,35,1990.0,29.9,2787,165,884,1560,355,21,2787,26,14,53.8,10,38.5,1825,9906,5474,69,66,3,16,11,2106,61
La Liga,2425,Girona,David López,ESP,DF,35,1989.0,27.0,2263,259,1059,1133,76,17,2263,9,6,66.7,2,22.2,1405,8124,4714,17,20,0,11,7,1698,7
La Liga,2425,Girona,Donny van de Beek,NED,MF,28,1997.0,15.8,580,14,113,246,230,61,580,13,6,46.2,7,53.8,281,1412,588,17,15,2,13,15,387,85
La Liga,2425,Girona,Ferrán Ruiz,ESP,MF,22,2003.0,0.2,9,0,3,6,1,0,9,0,0,0.0,0,0.0,5,15,1,0,0,0,1,0,4,0
La Liga,2425,Girona,Gabriel Osei Misehouy,NED,"FW,MF",19,2005.0,2.9,128,1,5,61,64,7,128,11,7,63.6,4,36.4,100,599,228,5,5,0,7,7,107,22
La Liga,2425,Girona,Iker Almena,ESP,"FW,DF",21,2004.0,0.5,39,2,4,6,30,1,39,3,2,66.7,1,33.3,32,233,152,6,3,1,1,0,31,10
La Liga,2425,Girona,Iván Martín,ESP,MF,26,1999.0,22.4,1560,32,281,890,411,18,1560,47,25,53.2,16,34.0,1035,6485,3017,57,55,1,43,27,1255,76
La Liga,2425,Girona,Jhon Solis,COL,MF,20,2004.0,5.9,361,11,67,229,68,6,361,12,5,41.7,6,50.0,227,1279,557,9,10,1,9,10,272,14
La Liga,2425,Girona,Juanpe,ESP,DF,34,1991.0,7.8,657,84,359,283,18,1,657,0,0,0.0,0,0.0,365,1794,993,2,4,0,3,1,452,0
La Liga,2425,Girona,Kim Minsu,KOR,"MF,FW",19,2006.0,0.2,18,0,0,8,10,0,18,2,0,0.0,2,100.0,12,62,9,0,0,0,3,1,15,2
La Liga,2425,Girona,Krapyvtsov Vladyslav,UKR,GK,19,2005.0,1.0,40,36,39,1,0,0,40,0,0,0.0,0,0.0,28,108,46,0,0,0,0,0,22,0
La Liga,2425,Girona,Ladislav Krejčí,CZE,DF,26,1999.0,26.1,2298,244,1057,1154,106,28,2298,12,7,58.3,4,33.3,1491,8238,4996,29,18,1,14,8,1766,6
La Liga,2425,Girona,Miguel Gutiérrez,ESP,"DF,MF",23,2001.0,27.3,1741,68,365,671,722,50,1741,55,29,52.7,24,43.6,990,5399,2320,63,48,11,37,25,1146,199
La Liga,2425,Girona,Oriol Romeu,ESP,MF,33,1991.0,14.9,1019,48,221,661,137,4,1019,8,4,50.0,3,37.5,591,3028,1639,21,16,1,13,12,770,8
La Liga,2425,Girona,Papa Ba,ESP,MF,20,2004.0,0.5,20,1,5,10,5,1,20,2,1,50.0,1,50.0,9,69,24,1,0,1,1,1,14,2
La Liga,2425,Girona,Pau López,ESP,GK,30,1994.0,0.5,26,20,26,0,0,0,26,0,0,0.0,0,0.0,17,62,31,0,0,0,0,0,13,0
La Liga,2425,Girona,Paulo Gazzaniga,ARG,GK,33,1992.0,35.5,1289,1118,1283,6,0,0,1289,4,3,75.0,1,25.0,775,3613,2167,0,0,0,1,0,749,0
La Liga,2425,Girona,Portu,ESP,"FW,MF",33,1992.0,8.0,295,4,30,108,158,24,295,9,4,44.4,4,44.4,166,805,481,19,15,4,11,3,211,78
La Liga,2425,Girona,Silvi Clúa,ESP,MF,20,2005.0,1.8,116,8,32,72,16,3,116,4,2,50.0,2,50.0,61,495,217,4,3,1,1,0,77,3
La Liga,2425,Girona,Viktor Tsyhankov,UKR,"FW,MF",27,1997.0,20.3,1016,18,96,390,539,74,1016,32,14,43.8,17,53.1,622,3790,1756,58,44,27,31,24,735,187
La Liga,2425,Girona,Yangel Herrera,VEN,MF,27,1998.0,24.3,1367,73,307,721,352,56,1367,46,18,39.1,19,41.3,790,3880,1697,29,35,3,51,31,939,97
La Liga,2425,Girona,Yaser Asprilla,COL,"FW,MF",21,2003.0,14.6,780,8,58,306,425,46,780,60,28,46.7,23,38.3,505,3541,1778,69,35,29,44,15,574,130
La Liga,2425,Las Palmas,Aboubacar Bassinga,CIV,MF,19,2005.0,0.0,4,0,0,4,0,0,4,0,0,0.0,0,0.0,3,11,4,0,0,0,0,1,3,0
La Liga,2425,Las Palmas,Adnan Januzaj,BEL,"FW,MF",30,1995.0,6.1,409,5,31,184,199,15,409,31,9,29.0,20,64.5,229,1436,630,21,11,5,28,9,282,53
La Liga,2425,Las Palmas,Alberto Moleiro,ESP,"FW,MF",21,2003.0,30.2,1416,4,153,682,607,102,1416,150,64,42.7,78,52.0,946,5912,3126,97,71,28,76,48,1097,179
La Liga,2425,Las Palmas,Andy Pelmard,FRA,DF,25,2000.0,2.3,152,11,50,77,25,0,152,2,1,50.0,0,0.0,71,418,159,1,1,0,3,0,90,5
La Liga,2425,Las Palmas,Benito Ramírez,ESP,"DF,MF",29,1995.0,4.8,380,16,83,153,148,9,380,12,3,25.0,8,66.7,195,1115,552,14,20,1,9,5,235,60
La Liga,2425,Las Palmas,Daley Sinkgraven,NED,DF,29,1995.0,1.0,77,4,22,35,20,1,77,1,1,100.0,0,0.0,46,262,95,2,2,1,1,1,50,7
La Liga,2425,Las Palmas,Dario Essugo,POR,MF,20,2005.0,20.8,1177,75,344,702,145,10,1177,17,12,70.6,4,23.5,555,2692,1317,18,21,2,35,21,724,8
La Liga,2425,Las Palmas,Diego Martín,ESP,FW,21,2003.0,0.1,8,0,0,4,4,1,8,0,0,0.0,0,0.0,6,29,19,1,0,0,0,0,5,1
La Liga,2425,Las Palmas,Dinko Horkaš,CRO,GK,26,1999.0,11.1,522,307,501,21,0,0,522,1,1,100.0,0,0.0,314,1401,881,0,0,0,0,0,325,0
La Liga,2425,Las Palmas,Enzo Loiodice,FRA,MF,24,2000.0,6.6,454,13,86,306,63,3,454,10,3,30.0,6,60.0,245,850,369,2,4,0,9,12,327,3
La Liga,2425,Las Palmas,Fabio González,ESP,MF,28,1997.0,0.6,57,1,5,41,11,2,57,0,0,0.0,0,0.0,37,178,85,0,0,0,1,0,42,0
La Liga,2425,Las Palmas,Fábio Silva,POR,FW,22,2002.0,20.7,706,32,69,311,335,101,703,53,21,39.6,29,54.7,330,1969,810,30,11,21,58,30,491,119
La Liga,2425,Las Palmas,Jaime Mata,ESP,"FW,MF",36,1988.0,6.4,237,9,17,117,103,33,237,6,4,66.7,2,33.3,99,399,148,6,2,2,14,3,167,37
La Liga,2425,Las Palmas,Jasper Cillessen,NED,GK,36,1989.0,25.9,1079,867,1066,13,0,0,1079,0,0,0.0,0,0.0,609,3115,2050,0,0,0,4,0,514,0
La Liga,2425,Las Palmas,Javier Muñoz,ESP,"MF,DF",30,1995.0,28.8,1411,44,272,814,342,32,1411,36,21,58.3,13,36.1,700,3825,1599,36,29,7,29,15,939,91
La Liga,2425,Las Palmas,José Campaña,ESP,MF,31,1993.0,13.2,946,40,224,577,153,5,946,18,8,44.4,8,44.4,478,2164,988,11,12,1,17,15,605,15
La Liga,2425,Las Palmas,Juan Herzog,ESP,DF,22,2003.0,13.7,770,118,463,285,26,19,770,2,0,0.0,1,50.0,357,1164,548,0,1,0,2,0,446,1
La Liga,2425,Las Palmas,Kirian Rodríguez,ESP,MF,29,1996.0,19.5,1357,47,294,872,199,15,1357,16,11,68.8,5,31.3,763,3545,1999,25,24,0,20,14,1027,39
La Liga,2425,Las Palmas,Manuel Fuster,ESP,"FW,MF",27,1997.0,10.1,673,18,82,324,269,23,673,15,5,33.3,7,46.7,368,1826,922,22,15,3,18,14,484,71
La Liga,2425,Las Palmas,Marc Cardona,ESP,"FW,DF",29,1995.0,1.5,73,0,16,34,23,6,73,7,1,14.3,6,85.7,45,151,55,2,0,0,2,4,53,12
La Liga,2425,Las Palmas,Marvin,ESP,"DF,FW",24,2000.0,10.5,586,26,136,260,197,19,586,17,2,11.8,13,76.5,280,1835,791,27,19,1,24,6,312,69
La Liga,2425,Las Palmas,Mika Mármol,ESP,DF,23,2001.0,25.7,1742,142,652,849,248,16,1742,12,5,41.7,7,58.3,755,3628,2208,29,24,1,14,5,1019,58
La Liga,2425,Las Palmas,Oliver McBurnie,SCO,FW,28,1996.0,20.3,600,29,57,305,244,93,600,33,15,45.5,18,54.5,267,952,233,7,4,7,38,21,422,74
La Liga,2425,Las Palmas,Pejiño,ESP,FW,28,1996.0,0.2,9,0,2,3,4,0,9,0,0,0.0,0,0.0,9,57,17,1,0,0,1,0,7,2
La Liga,2425,Las Palmas,Sandro Ramírez,ESP,"FW,MF",29,1995.0,22.6,930,26,146,383,417,64,929,47,16,34.0,26,55.3,469,2578,1134,52,21,24,49,28,575,121
La Liga,2425,Las Palmas,Scott McKenna,SCO,DF,28,1996.0,26.4,1682,266,1000,637,50,21,1682,3,3,100.0,0,0.0,882,3950,2016,10,9,2,8,4,1099,3
La Liga,2425,Las Palmas,Sergio Viera,ESP,MF,20,2005.0,0.4,29,1,6,17,6,1,29,1,0,0.0,1,100.0,14,54,15,0,0,0,0,0,22,1
La Liga,2425,Las Palmas,Stefan Bajcetic,ESP,"MF,DF",20,2004.0,10.8,570,33,148,339,90,6,570,24,11,45.8,9,37.5,238,1175,538,8,9,0,21,6,293,9
La Liga,2425,Las Palmas,Valentín Pezzolesi,ESP,DF,18,2007.0,0.1,6,1,5,0,1,0,6,0,0,0.0,0,0.0,2,4,2,0,0,0,0,0,1,0
La Liga,2425,Las Palmas,Viti,ESP,DF,27,1997.0,22.0,1186,62,396,562,241,23,1186,20,9,45.0,7,35.0,491,3138,1498,43,14,4,28,6,559,65
La Liga,2425,Las Palmas,Álex Muñoz,ESP,DF,30,1994.0,15.7,974,82,392,418,169,19,974,9,2,22.2,6,66.7,398,1740,1027,15,8,1,10,1,544,53
La Liga,2425,Las Palmas,Álex Suárez,ESP,DF,32,1993.0,27.3,1609,225,877,684,53,19,1609,2,0,0.0,2,100.0,816,3700,1912,6,4,0,12,1,1020,3
La Liga,2425,Leganés,Adrià Altimira,ESP,"DF,FW",24,2001.0,17.1,760,55,228,348,195,7,760,28,9,32.1,11,39.3,338,1668,882,20,22,4,27,7,397,64
La Liga,2425,Leganés,Aritz Arambarri,ESP,DF,27,1998.0,2.0,86,12,59,26,1,1,86,0,0,0.0,0,0.0,44,253,137,0,0,0,1,0,48,0
La Liga,2425,Leganés,Borna Barišić,CRO,DF,32,1992.0,0.1,4,0,0,2,2,0,4,0,0,0.0,0,0.0,2,6,1,0,0,0,0,0,3,0
La Liga,2425,Leganés,Dani Raba,ESP,"FW,MF",29,1995.0,20.1,878,22,110,421,368,38,873,86,42,48.8,37,43.0,493,2725,1379,39,39,9,51,38,534,93
La Liga,2425,Leganés,Darko Brašanac,SRB,MF,33,1992.0,17.8,664,49,168,302,195,28,664,7,2,28.6,5,71.4,266,982,412,6,12,1,15,9,350,53
La Liga,2425,Leganés,Diego,ESP,FW,25,2000.0,13.0,317,11,20,132,169,44,317,10,4,40.0,6,60.0,189,764,286,9,11,5,45,12,242,48
La Liga,2425,Leganés,Duk,CPV,"MF,FW",25,2000.0,1.7,81,1,10,22,51,9,81,18,10,55.6,7,38.9,56,388,195,10,4,5,11,4,53,21
La Liga,2425,Leganés,Enric Franquesa,ESP,"DF,FW",28,1997.0,6.8,306,12,89,157,68,6,306,21,9,42.9,7,33.3,133,793,337,11,10,2,21,2,151,30
La Liga,2425,Leganés,Javi Hernández,ESP,DF,27,1998.0,25.5,1253,113,412,571,287,23,1253,28,16,57.1,11,39.3,570,2913,1656,35,31,4,23,25,628,88
La Liga,2425,Leganés,Jorge Sáenz,ESP,DF,28,1996.0,17.8,1116,151,615,491,16,12,1116,7,4,57.1,2,28.6,544,2145,1170,5,1,0,6,1,638,2
La Liga,2425,Leganés,Juan Cruz,ESP,"FW,MF",25,2000.0,24.1,912,21,172,364,395,40,912,76,39,51.3,31,40.8,527,3355,1617,59,43,21,40,21,549,126
La Liga,2425,Leganés,Juan Soriano,ESP,GK,27,1997.0,6.0,199,173,199,0,0,0,199,0,0,0.0,0,0.0,90,447,281,0,0,0,0,0,59,0
La Liga,2425,Leganés,Julián Chicco,ARG,"MF,DF",27,1998.0,3.3,189,10,46,104,41,3,189,4,2,50.0,1,25.0,89,434,231,8,5,0,12,5,108,7
La Liga,2425,Leganés,Marko Dmitrović,SRB,GK,33,1992.0,31.0,1111,909,1099,12,0,0,1111,1,1,100.0,0,0.0,520,3082,1811,0,0,0,1,0,324,0
La Liga,2425,Leganés,Matija Nastasić,SRB,DF,32,1993.0,23.4,1128,190,638,476,15,7,1128,1,1,100.0,0,0.0,499,2052,1051,1,1,0,5,0,626,0
La Liga,2425,Leganés,Miguel,ESP,FW,25,1999.0,19.0,465,26,51,201,219,59,463,36,8,22.2,25,69.4,255,1031,343,14,17,9,72,25,322,89
La Liga,2425,Leganés,Munir El Haddadi,MAR,"FW,MF",29,1995.0,8.9,339,1,34,163,144,16,339,20,6,30.0,12,60.0,217,960,324,11,9,1,20,23,265,38
La Liga,2425,Leganés,Renato Tapia,PER,"MF,DF",29,1995.0,26.0,1338,134,461,759,130,13,1338,37,19,51.4,14,37.8,634,2768,1335,17,14,3,31,15,735,20
La Liga,2425,Leganés,Roberto López,ESP,MF,25,2000.0,4.4,242,5,42,130,72,2,242,4,2,50.0,2,50.0,122,541,243,3,3,0,6,5,141,11
La Liga,2425,Leganés,Sergi,ESP,DF,33,1992.0,31.9,1817,238,1023,764,34,22,1817,5,4,80.0,0,0.0,943,3905,2095,3,3,0,7,2,1150,2
La Liga,2425,Leganés,Seydouba Cissé,GUI,MF,24,2001.0,26.2,1361,47,271,843,267,23,1361,44,30,68.2,9,20.5,763,3666,1758,25,33,2,32,31,885,42
La Liga,2425,Leganés,Sébastien Haller,CIV,FW,30,1994.0,4.5,129,7,21,66,45,11,129,3,1,33.3,1,33.3,56,227,105,3,2,0,17,5,94,14
La Liga,2425,Leganés,Valentin Rosier,FRA,DF,28,1996.0,28.8,1615,149,630,706,298,28,1615,45,23,51.1,19,42.2,746,3787,2057,41,31,7,31,21,802,89
La Liga,2425,Leganés,Yan Diomandé,CIV,"MF,FW",18,2006.0,5.4,265,4,47,90,136,33,265,33,19,57.6,13,39.4,170,1346,793,29,14,16,22,14,172,56
La Liga,2425,Leganés,Yvan Neyou,CMR,MF,28,1997.0,25.7,1379,45,325,878,194,9,1379,42,19,45.2,17,40.5,806,3496,1480,24,26,1,28,21,934,30
La Liga,2425,Leganés,Óscar Rodríguez Arnaiz,ESP,"MF,FW",26,1998.0,14.8,749,19,113,395,251,21,749,52,21,40.4,26,50.0,381,2191,968,24,24,8,34,14,491,66
La Liga,2425,Mallorca,Abdón Prats,ESP,"FW,MF",32,1992.0,5.1,146,6,15,76,55,25,145,3,1,33.3,2,66.7,77,215,41,0,0,0,17,12,104,14
La Liga,2425,Mallorca,Antonio Raillo,ESP,DF,33,1991.0,34.6,2113,354,1090,891,138,65,2113,3,2,66.7,1,33.3,1078,6052,3626,30,15,0,7,6,1241,20
La Liga,2425,Mallorca,Antonio Sánchez,ESP,"MF,DF",28,1997.0,14.7,698,34,204,318,192,19,698,23,14,60.9,6,26.1,349,1803,772,18,14,7,23,5,391,50
La Liga,2425,Mallorca,Chiquinho,POR,"MF,FW",25,2000.0,1.6,76,0,6,23,48,9,76,13,5,38.5,7,53.8,43,305,96,4,2,1,17,8,49,12
